################################################################
# ThreatFox IOCs: recent ip-port - CSV format                  #
# Last updated: 2025-07-08 18:03:11 UTC                        #
#                                                              #
# Terms Of Use: https://threatfox.abuse.ch/faq/#tos            #
# For questions please contact threatfox [at] abuse.ch         #
################################################################
#
# "first_seen_utc","ioc_id","ioc_value","ioc_type","threat_type","fk_malware","malware_alias","malware_printable","last_seen_utc","confidence_level","reference","tags","anonymous","reporter"
"2025-07-08 12:01:11", "1554472", "38.60.208.184:443", "ip:port", "botnet_cc", "win.shadowpad", "POISONPLUG.SHADOW,XShellGhost", "ShadowPad", "", "90", "https://search.censys.io/hosts/38.60.208.184", "AS138915,C2,censys,KAOPU-HK,RAT,ShadowPad", "0", "DonPasci"
"2025-07-08 12:01:03", "1554471", "107.172.44.146:45456", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "https://tria.ge/250708-hah67a1lt2", "AS-COLOCROSSING,AS36352,C2,rat,remcos,triage", "0", "DonPasci"
"2025-07-08 12:01:01", "1554470", "198.135.51.107:6751", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "https://tria.ge/250708-hkjwgafm4t", "AS396073,C2,rat,remcos,triage", "0", "DonPasci"
"2025-07-08 12:00:59", "1554468", "142.147.97.173:2404", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "https://search.censys.io/hosts/142.147.97.173", "AS64236,C2,censys,RAT,Remcos,UNREAL-SERVERS", "0", "DonPasci"
"2025-07-08 12:00:57", "1554467", "196.251.69.245:2404", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "https://tria.ge/250708-mtxk5scr6v", "AS401120,C2,CHEAPY-HOST,rat,remcos,triage", "0", "DonPasci"
"2025-07-08 12:00:43", "1554465", "115.29.162.71:8088", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/115.29.162.71", "ALIBABA-CN-NET,AS37963,C2,censys,CobaltStrike", "0", "DonPasci"
"2025-07-08 12:00:42", "1554464", "115.29.162.71:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/115.29.162.71", "ALIBABA-CN-NET,AS37963,C2,censys,CobaltStrike", "0", "DonPasci"
"2025-07-08 11:20:27", "1554463", "45.125.66.123:443", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "", "100", "None", "NetSupport", "0", "abuse_ch"
"2025-07-08 11:08:49", "1554453", "61.245.10.155:443", "ip:port", "botnet_cc", "win.meterpreter", "None", "Meterpreter", "2025-07-08 18:06:10", "75", "None", "drb-ra,Metasploit,Meterpreter", "0", "abuse_ch"
"2025-07-08 10:35:29", "1554452", "185.149.233.28:2405", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "None", "RAT,RemcosRAT", "0", "abuse_ch"
"2025-07-08 09:40:54", "1554449", "91.204.224.232:6666", "ip:port", "botnet_cc", "win.valley_rat", "Winos", "ValleyRAT", "", "100", "None", "RAT,ValleyRAT", "0", "abuse_ch"
"2025-07-08 09:20:09", "1554448", "66.179.10.197:5610", "ip:port", "botnet_cc", "jar.strrat", "None", "STRRAT", "", "100", "None", "STRRAT", "0", "abuse_ch"
"2025-07-08 09:00:25", "1554447", "147.45.198.44:5555", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "", "100", "None", "NetSupport", "0", "abuse_ch"
"2025-07-08 08:58:39", "1554446", "68.106.44.135:443", "ip:port", "botnet_cc", "win.qakbot", "Oakboat,Pinkslipbot,Qbot,Quakbot", "QakBot", "2025-07-08 17:55:55", "75", "None", "drb-ra,Qakbot,Qbot,Quakbot", "0", "abuse_ch"
"2025-07-08 08:58:38", "1554445", "67.71.30.106:2222", "ip:port", "botnet_cc", "win.qakbot", "Oakboat,Pinkslipbot,Qbot,Quakbot", "QakBot", "2025-07-08 17:55:54", "75", "None", "drb-ra,Qakbot,Qbot,Quakbot", "0", "abuse_ch"
"2025-07-08 08:51:51", "1554444", "18.254.197.10:443", "ip:port", "botnet_cc", "win.deimos_c2", "None", "DeimosC2", "2025-07-08 17:49:10", "75", "None", "Deimos,drb-ra", "0", "abuse_ch"
"2025-07-08 08:50:12", "1554443", "172.105.24.242:8080", "ip:port", "botnet_cc", "win.eye_pyramid", "None", "Eye Pyramid", "2025-07-08 17:48:17", "75", "None", "drb-ra,EyePyramid", "0", "abuse_ch"
"2025-07-08 08:45:17", "1554442", "95.179.130.254:443", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "", "100", "None", "NetSupport", "0", "abuse_ch"
"2025-07-08 08:01:21", "1554441", "13.38.84.98:50994", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "2025-07-08 18:45:00", "100", "https://search.censys.io/hosts/13.38.84.98", "AMAZON-02,AS16509,C2,censys,Netsupport,RAT", "0", "DonPasci"
"2025-07-08 08:01:15", "1554440", "206.123.145.154:8082", "ip:port", "botnet_cc", "apk.hook", "None", "Hook", "", "100", "https://search.censys.io/hosts/206.123.145.154", "AS207184,C2,censys,Hookbot,TELCHAK-AS", "0", "DonPasci"
"2025-07-08 08:01:01", "1554439", "1.197.72.42:40000", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "2025-07-08 18:43:04", "100", "https://search.censys.io/hosts/1.197.72.42", "AS4134,C2,censys,CHINANET-BACKBONE,Sliver", "0", "DonPasci"
"2025-07-08 08:00:57", "1554438", "176.46.157.34:443", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "2025-07-08 17:48:49", "100", "https://search.censys.io/hosts/176.46.157.34", "AS215310,C2,censys,RAT,Remcos,USERCLOUD", "0", "DonPasci"
"2025-07-08 08:00:43", "1554437", "18.162.56.61:8888", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/18.162.56.61", "AMAZON-02,AS16509,C2,censys,CobaltStrike", "0", "DonPasci"
"2025-07-08 08:00:36", "1554436", "8.137.80.215:80", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "https://search.censys.io/hosts/8.137.80.215", "ALIBABA-CN-NET,AS37963,C2,censys,CobaltStrike,cs-watermark-987654321", "0", "DonPasci"
"2025-07-08 07:17:19", "1554434", "91.99.174.2:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-07-08 07:17:19", "1554435", "91.99.201.76:443", "ip:port", "botnet_cc", "win.vidar", "None", "Vidar", "", "100", "", "Vidar", "0", "crep1x"
"2025-07-08 06:48:20", "1554433", "213.209.150.216:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-07-08 18:02:54", "100", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2025-07-08 06:48:19", "1554432", "213.209.150.216:8080", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "2025-07-08 18:02:54", "100", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2025-07-08 06:48:18", "1554431", "123.56.252.42:5555", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-987654321", "0", "abuse_ch"
"2025-07-08 06:46:26", "1554430", "192.140.166.27:443", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "100", "None", "CobaltStrike,cs-watermark-305419896", "0", "abuse_ch"
"2025-07-08 06:06:58", "1554428", "27.102.138.169:80", "ip:port", "botnet_cc", "win.kimsuky", "None", "Kimsuky", "", "50", "https://www.shodan.io/host/27.102.138.169#80", "c2,kimsuky,shodan", "0", "juroots"
"2025-07-08 06:06:40", "1554427", "61.3.107.155:45555", "ip:port", "botnet_cc", "elf.mozi", "None", "Mozi", "", "50", "https://www.shodan.io/host/61.3.107.155#45555", "c2,mozi,shodan", "0", "juroots"
"2025-07-08 06:06:05", "1554426", "91.228.113.199:9035", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "", "50", "https://www.shodan.io/host/91.228.113.199#9035", "c2,netsupport,shodan", "0", "juroots"
"2025-07-08 06:05:48", "1554425", "192.121.16.196:54984", "ip:port", "botnet_cc", "win.nanocore", "Nancrat,NanoCore", "Nanocore RAT", "", "50", "https://www.shodan.io/host/192.121.16.196#54984", "c2,nanocore,shodan", "0", "juroots"
"2025-07-08 06:05:34", "1554424", "205.185.114.104:18107", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "https://www.shodan.io/host/205.185.114.104#18107", "c2,netbus,shodan", "0", "juroots"
"2025-07-08 06:05:32", "1554423", "18.219.22.52:8589", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "https://www.shodan.io/host/18.219.22.52#8589", "c2,netbus,shodan", "0", "juroots"
"2025-07-08 06:05:17", "1554422", "77.51.219.187:3333", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "50", "https://www.shodan.io/host/77.51.219.187#3333", "c2,gophish,phishing,shodan", "0", "juroots"
"2025-07-08 06:04:57", "1554421", "64.227.142.218:31337", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "", "50", "https://www.shodan.io/host/64.227.142.218#31337", "c2,shodan,sliver", "0", "juroots"
"2025-07-08 06:04:56", "1554420", "107.150.20.224:31337", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "", "50", "https://www.shodan.io/host/107.150.20.224#31337", "c2,shodan,sliver", "0", "juroots"
"2025-07-08 06:04:55", "1554419", "13.60.104.211:31337", "ip:port", "botnet_cc", "win.sliver", "None", "Sliver", "", "50", "https://www.shodan.io/host/13.60.104.211#31337", "c2,shodan,sliver", "0", "juroots"
"2025-07-08 06:04:52", "1554418", "1.15.25.148:9080", "ip:port", "botnet_cc", "win.cobalt_strike", "Agentemis,BEACON,CobaltStrike,cobeacon", "Cobalt Strike", "", "50", "https://www.shodan.io/host/1.15.25.148#9080", "c2,cobaltstrike,cs-watermark-666666666,shodan", "0", "juroots"
"2025-07-08 06:04:09", "1554417", "5.181.171.222:53", "ip:port", "botnet_cc", "win.nanocore", "Nancrat,NanoCore", "Nanocore RAT", "", "100", "https://tria.ge/250708-fpndcatthv", "AS35830,C2,nanocore,rat,triage", "0", "DonPasci"
"2025-07-08 06:01:25", "1554416", "101.182.12.32:1703", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2025-07-08 06:07:34", "100", "https://tria.ge/250708-fy28vsam8y", "AS1221,ASN-TELSTRA,asyncrat,C2,rat,triage", "0", "DonPasci"
"2025-07-08 06:01:10", "1554414", "5.101.81.63:1515", "ip:port", "botnet_cc", "win.remcos", "RemcosRAT,Remvio,Socmer", "Remcos", "", "100", "https://tria.ge/250708-fbtm7szqs6", "AS-GLOBALTELEHOST,AS63023,C2,rat,remcos,triage", "0", "DonPasci"
"2025-07-08 04:01:50", "1554412", "118.107.244.105:10001", "ip:port", "botnet_cc", "win.extreme_rat", "ExtRat", "Xtreme RAT", "", "100", "https://search.censys.io/hosts/118.107.244.105", "AS132825,C2,censys,MYTEK-AS-AP,RAT", "0", "DonPasci"
"2025-07-08 04:01:34", "1554411", "8.139.5.62:54681", "ip:port", "botnet_cc", "win.chaos", "FakeRyuk,RyukJoke,Yashma", "Chaos", "2025-07-08 17:56:43", "100", "https://search.censys.io/hosts/8.139.5.62", "ALIBABA-CN-NET,AS37963,censys,Chaos,panel", "0", "DonPasci"
"2025-07-08 04:01:22", "1554410", "176.46.157.64:1911", "ip:port", "botnet_cc", "win.redline_stealer", "RECORDSTEALER", "RedLine Stealer", "", "100", "https://search.censys.io/hosts/176.46.157.64", "AS215310,C2,censys,redline,stealer,USERCLOUD", "0", "DonPasci"
"2025-07-08 04:01:21", "1554407", "78.12.5.9:3390", "ip:port", "botnet_cc", "win.netsupportmanager_rat", "NetSupport", "NetSupportManager RAT", "2025-07-08 17:56:27", "100", "https://search.censys.io/hosts/78.12.5.9", "AMAZON-02,AS16509,C2,censys,Netsupport,RAT", "0", "DonPasci"
"2025-07-08 04:01:21", "1554408", "3.127.89.233:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/3.127.89.233", "AMAZON-02,AS16509,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:21", "1554409", "50.16.93.216:80", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/50.16.93.216", "AMAZON-AES,AS14618,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:20", "1554406", "94.102.8.83:3333", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/94.102.8.83", "AS51559,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:18", "1554405", "20.96.168.68:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/20.96.168.68", "AS8075,censys,GoPhish,MICROSOFT-CORP-MSN-AS-BLOCK,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:17", "1554404", "83.229.122.24:5700", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/83.229.122.24", "AS139659,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:16", "1554403", "38.56.209.142:443", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/38.56.209.142", "AS27903,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:15", "1554402", "34.229.94.154:3333", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/34.229.94.154", "AMAZON-AES,AS14618,censys,GoPhish,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:14", "1554401", "98.70.57.40:8080", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/98.70.57.40", "AS8075,censys,GoPhish,MICROSOFT-CORP-MSN-AS-BLOCK,Phishing", "0", "dyingbreeds_"
"2025-07-08 04:01:08", "1554400", "103.201.130.85:60000", "ip:port", "botnet_cc", "unknown", "None", "Unknown malware", "", "100", "https://search.censys.io/hosts/103.201.130.85", "AS3258,censys,Viper", "0", "dyingbreeds_"
"2025-07-08 04:00:51", "1554398", "86.54.42.116:8855", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "2025-07-08 17:57:19", "100", "https://search.censys.io/hosts/86.54.42.116", "AS42624,C2,censys,RAT,SWISSNETWORK02", "0", "dyingbreeds_"
"2025-07-08 04:00:50", "1554397", "148.66.21.237:80", "ip:port", "botnet_cc", "win.dcrat", "DarkCrystal RAT", "DCRat", "2025-07-08 04:01:19", "100", "https://search.censys.io/hosts/148.66.21.237", "AS45753,C2,censys,RAT", "0", "dyingbreeds_"
"2025-07-08 04:00:46", "1554396", "23.227.199.118:12443", "ip:port", "botnet_cc", "win.havoc", "Havokiz", "Havoc", "2025-07-08 17:52:22", "100", "https://search.censys.io/hosts/23.227.199.118", "AS29802,C2,censys,HVC-AS", "0", "dyingbreeds_"
"2025-07-08 04:00:39", "1554395", "172.86.105.40:80", "ip:port", "botnet_cc", "apk.hook", "None", "Hook", "2025-07-08 17:48:29", "100", "https://search.censys.io/hosts/172.86.105.40", "AS14956,C2,censys,Hookbot,ROUTERHOSTING", "0", "dyingbreeds_"
"2025-07-08 04:00:29", "1554394", "194.59.31.128:8808", "ip:port", "botnet_cc", "win.asyncrat", "None", "AsyncRAT", "2025-07-08 17:50:24", "100", "https://search.censys.io/hosts/194.59.31.128", "AS399486,C2,censys,RAT,VIRTUO", "0", "dyingbreeds_"
